pair_id,source_entity_id,target_entity_id,relationship_type,case_id,evidence_reference,expected_relationship,scenario
ROB-PAIR-0299,PERSON-0293,PERSON-0550,CONTACTED,CASE-0017,Named independently in investigation CASE-0017; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0300,PERSON-0868,PERSON-0111,CONTACTED,CASE-0883,Named independently in investigation CASE-0883; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0301,PERSON-0138,PERSON-0904,CONTACTED,CASE-0542,Named independently in investigation CASE-0542; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0302,PERSON-0745,PERSON-0375,CONTACTED,CASE-0826,Named independently in investigation CASE-0826; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0303,PERSON-0375,PERSON-0047,CONTACTED,CASE-0821,Named independently in investigation CASE-0821; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0304,PERSON-0053,PERSON-0584,CONTACTED,CASE-1151,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0305,PERSON-0200,PERSON-0372,CONTACTED,CASE-1134,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0306,PERSON-0296,PERSON-0076,CONTACTED,CASE-0792,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0307,PERSON-0517,PERSON-0462,CONTACTED,CASE-1127,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0308,PERSON-0287,PERSON-0846,CONTACTED,CASE-0244,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0309,PERSON-0132,PERSON-0999,CONTACTED,CASE-0199,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0310,PERSON-0404,PERSON-0383,CONTACTED,CASE-0695,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0311,PERSON-0572,PERSON-0962,CONTACTED,CASE-0749,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0312,PERSON-0774,PERSON-0148,CONTACTED,CASE-0408,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0313,PERSON-0617,PERSON-0522,CONTACTED,CASE-0823,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0314,PERSON-0513,PERSON-0042,CONTACTED,CASE-0093,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0315,PERSON-0040,PERSON-0141,CONTACTED,CASE-0683,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0316,PERSON-0824,PERSON-0486,CONTACTED,CASE-1064,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0317,PERSON-0468,PERSON-0153,CONTACTED,CASE-1242,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0318,PERSON-0915,PERSON-0528,CONTACTED,CASE-0287,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0319,PERSON-0336,PERSON-0954,CONTACTED,CASE-0653,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0320,PERSON-0167,PERSON-0403,CONTACTED,CASE-0613,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0321,PERSON-0608,PERSON-0345,CONTACTED,CASE-1039,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0322,PERSON-0849,PERSON-0522,CONTACTED,CASE-1091,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0323,PERSON-0502,PERSON-0726,CONTACTED,CASE-1153,Single 4-second misdial registered; no operational relationship.,0,SCENARIO_E_ONE_COMM_MISDIAL
ROB-PAIR-0324,PERSON-0307,PERSON-0487,CONTACTED,CASE-0035,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0325,PERSON-0378,PERSON-0340,CONTACTED,CASE-0225,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0326,PERSON-0427,PERSON-0598,CONTACTED,CASE-0631,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0327,PERSON-0816,PERSON-0921,CONTACTED,CASE-0055,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0328,PERSON-0612,PERSON-0486,CONTACTED,CASE-0544,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0329,PERSON-0991,PERSON-0672,CONTACTED,CASE-1185,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0330,PERSON-0592,PERSON-0234,CONTACTED,CASE-0106,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0331,PERSON-0598,PERSON-0492,CONTACTED,CASE-0350,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0332,PERSON-0537,PERSON-0645,CONTACTED,CASE-0779,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0333,PERSON-0152,PERSON-0842,CONTACTED,CASE-0497,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0334,PERSON-0033,PERSON-0587,CONTACTED,CASE-0226,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0335,PERSON-0196,PERSON-0020,CONTACTED,CASE-0904,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0336,PERSON-0322,PERSON-0429,CONTACTED,CASE-0311,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0337,PERSON-0423,PERSON-0708,CONTACTED,CASE-0418,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0338,PERSON-0421,PERSON-0514,CONTACTED,CASE-0966,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0339,PERSON-0894,PERSON-0869,CONTACTED,CASE-0128,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0340,PERSON-0723,PERSON-0142,CONTACTED,CASE-1063,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0341,PERSON-0213,PERSON-0575,CONTACTED,CASE-0666,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0342,PERSON-0679,PERSON-0490,CONTACTED,CASE-1077,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0343,PERSON-0386,PERSON-0322,CONTACTED,CASE-0355,Single retail merchant payment; no syndicate linkage.,0,SCENARIO_F_ONE_TXN_RETAIL
ROB-PAIR-0344,PERSON-0471,PERSON-0935,CONTACTED,CASE-1092,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0345,PERSON-0351,PERSON-0560,CONTACTED,CASE-0726,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0346,PERSON-0693,PERSON-0791,CONTACTED,CASE-0542,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0347,PERSON-0625,PERSON-0496,CONTACTED,CASE-0394,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0348,PERSON-0981,PERSON-0253,CONTACTED,CASE-0572,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0349,PERSON-0572,PERSON-0306,CONTACTED,CASE-0461,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0350,PERSON-0965,PERSON-0997,CONTACTED,CASE-0610,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0351,PERSON-0790,PERSON-0296,CONTACTED,CASE-0425,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0352,PERSON-0707,PERSON-0722,CONTACTED,CASE-1002,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0353,PERSON-0325,PERSON-0492,CONTACTED,CASE-0715,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0354,PERSON-0574,PERSON-0957,CONTACTED,CASE-0561,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0355,PERSON-0295,PERSON-0125,CONTACTED,CASE-1175,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0356,PERSON-0693,PERSON-0557,CONTACTED,CASE-0778,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0357,PERSON-0918,PERSON-0405,CONTACTED,CASE-0707,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0358,PERSON-0978,PERSON-0792,CONTACTED,CASE-0300,Commercial invoice payment to registered building vendor; no conspiracy.,0,SCENARIO_G_HIGH_VOLUME_COMMERCIAL
ROB-PAIR-0359,PERSON-0298,PERSON-0044,CONTACTED,CASE-0590,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0360,PERSON-0979,PERSON-0732,CONTACTED,CASE-0162,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0361,PERSON-0355,PERSON-0947,CONTACTED,CASE-0906,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0362,PERSON-0672,PERSON-0263,CONTACTED,CASE-0982,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0363,PERSON-0220,PERSON-0207,CONTACTED,CASE-1104,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0364,PERSON-0278,PERSON-0956,CONTACTED,CASE-1152,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0365,PERSON-0713,PERSON-0279,CONTACTED,CASE-0282,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0366,PERSON-0112,PERSON-0631,CONTACTED,CASE-1202,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0367,PERSON-0246,PERSON-0249,CONTACTED,CASE-0104,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0368,PERSON-0686,PERSON-0927,CONTACTED,CASE-1088,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0369,PERSON-0232,PERSON-0654,CONTACTED,CASE-0477,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0370,PERSON-0054,PERSON-0103,CONTACTED,CASE-0847,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0371,PERSON-0339,PERSON-0735,CONTACTED,CASE-0968,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0372,PERSON-0103,PERSON-0698,CONTACTED,CASE-0282,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0373,PERSON-0006,PERSON-0988,CONTACTED,CASE-1128,Unsolicited one-way unanswered call; no mutual conspiracy.,0,SCENARIO_H_ONE_WAY_UNANSWERED
ROB-PAIR-0374,PERSON-0952,PERSON-0162,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0375,PERSON-0417,PERSON-0669,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0376,PERSON-0958,PERSON-0902,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0377,PERSON-0900,PERSON-0488,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0378,PERSON-0489,PERSON-0667,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0379,PERSON-0205,PERSON-0775,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0380,PERSON-0988,PERSON-0295,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0381,PERSON-0329,PERSON-0293,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0382,PERSON-0662,PERSON-0061,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0383,PERSON-0930,PERSON-0788,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0384,PERSON-0092,PERSON-0668,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0385,PERSON-0588,PERSON-0238,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0386,PERSON-0548,PERSON-0757,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0387,PERSON-0741,PERSON-0871,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0388,PERSON-0960,PERSON-0039,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0389,PERSON-0936,PERSON-0944,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0390,PERSON-0180,PERSON-0428,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0391,PERSON-0904,PERSON-0858,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0392,PERSON-0181,PERSON-0957,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0393,PERSON-0942,PERSON-0038,CONTACTED,CASE-0001,Civilian complainant appearing across multiple case registries; zero operational ties.,0,SCENARIO_I_MULTI_CASE_NO_DIRECT_LINK
ROB-PAIR-0394,PERSON-0857,PERSON-0407,CONTACTED,CASE-1015,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0395,PERSON-0191,PERSON-0960,CONTACTED,CASE-0593,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0396,PERSON-0898,PERSON-0039,CONTACTED,CASE-0019,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0397,PERSON-0306,PERSON-0582,CONTACTED,CASE-1235,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0398,PERSON-0110,PERSON-0951,CONTACTED,CASE-0687,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0399,PERSON-0292,PERSON-0466,CONTACTED,CASE-1113,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0400,PERSON-0537,PERSON-0506,CONTACTED,CASE-0275,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0401,PERSON-0872,PERSON-0517,CONTACTED,CASE-0959,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0402,PERSON-0280,PERSON-0198,CONTACTED,CASE-0231,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0403,PERSON-0339,PERSON-0167,CONTACTED,CASE-0940,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0404,PERSON-0664,PERSON-0264,CONTACTED,CASE-0382,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0405,PERSON-0015,PERSON-0755,CONTACTED,CASE-0691,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0406,PERSON-0810,PERSON-0303,CONTACTED,CASE-1163,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0407,PERSON-0691,PERSON-0776,CONTACTED,CASE-0396,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0408,PERSON-0180,PERSON-0626,CONTACTED,CASE-0831,Real estate enquiry call; non-conspiracy.,0,SCENARIO_J_SINGLE_CHANNEL_INQUIRY
ROB-PAIR-0409,PERSON-0847,PERSON-0438,CONTACTED,CASE-1056,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0410,PERSON-0336,PERSON-0089,CONTACTED,CASE-0821,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0411,PERSON-0686,PERSON-0098,CONTACTED,CASE-0379,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0412,PERSON-0144,PERSON-0489,CONTACTED,CASE-0663,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0413,PERSON-0959,PERSON-0255,CONTACTED,CASE-0014,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0414,PERSON-0268,PERSON-0393,CONTACTED,CASE-0483,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0415,PERSON-0458,PERSON-0772,CONTACTED,CASE-0547,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0416,PERSON-0977,PERSON-0338,CONTACTED,CASE-0619,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0417,PERSON-0597,PERSON-0741,CONTACTED,CASE-1174,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0418,PERSON-0012,PERSON-0268,CONTACTED,CASE-0737,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0419,PERSON-0710,PERSON-0242,CONTACTED,CASE-0128,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0420,PERSON-0684,PERSON-0122,CONTACTED,CASE-0954,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0421,PERSON-0315,PERSON-0164,CONTACTED,CASE-0831,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0422,PERSON-0703,PERSON-0515,CONTACTED,CASE-0637,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0423,PERSON-0707,PERSON-0121,CONTACTED,CASE-0605,Transportation booking and fare payment; commercial ride-hailing.,0,SCENARIO_K_TAXI_COMMERCIAL_FARE
ROB-PAIR-0424,PERSON-0974,PERSON-0055,RELATED_TO,CASE-0753,Civilian family relationship (SPOUSE); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0425,PERSON-0055,PERSON-0974,RELATED_TO,CASE-0453,Civilian family relationship (SPOUSE); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0426,PERSON-0176,PERSON-0217,RELATED_TO,CASE-0449,Civilian family relationship (FATHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0427,PERSON-0217,PERSON-0176,RELATED_TO,CASE-0274,Civilian family relationship (DAUGHTER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0428,PERSON-0286,PERSON-0868,RELATED_TO,CASE-0980,Civilian family relationship (SPOUSE); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0429,PERSON-0868,PERSON-0286,RELATED_TO,CASE-0314,Civilian family relationship (SPOUSE); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0430,PERSON-0182,PERSON-0516,RELATED_TO,CASE-0932,Civilian family relationship (FATHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0431,PERSON-0516,PERSON-0182,RELATED_TO,CASE-1241,Civilian family relationship (DAUGHTER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0432,PERSON-0942,PERSON-0574,RELATED_TO,CASE-0766,Civilian family relationship (SISTER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0433,PERSON-0574,PERSON-0942,RELATED_TO,CASE-0852,Civilian family relationship (BROTHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0434,PERSON-0909,PERSON-0739,RELATED_TO,CASE-1125,Civilian family relationship (BROTHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0435,PERSON-0739,PERSON-0909,RELATED_TO,CASE-0965,Civilian family relationship (BROTHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0436,PERSON-0006,PERSON-0060,RELATED_TO,CASE-1101,Civilian family relationship (MOTHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0437,PERSON-0060,PERSON-0006,RELATED_TO,CASE-0448,Civilian family relationship (SON); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0438,PERSON-0498,PERSON-0533,RELATED_TO,CASE-0507,Civilian family relationship (FATHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0439,PERSON-0533,PERSON-0498,RELATED_TO,CASE-1221,Civilian family relationship (DAUGHTER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0440,PERSON-0165,PERSON-0706,RELATED_TO,CASE-0168,Civilian family relationship (BROTHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0441,PERSON-0706,PERSON-0165,RELATED_TO,CASE-1077,Civilian family relationship (BROTHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0442,PERSON-0735,PERSON-0464,RELATED_TO,CASE-0915,Civilian family relationship (MOTHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0443,PERSON-0464,PERSON-0735,RELATED_TO,CASE-1082,Civilian family relationship (DAUGHTER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0444,PERSON-0093,PERSON-0140,RELATED_TO,CASE-0741,Civilian family relationship (SISTER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0445,PERSON-0140,PERSON-0093,RELATED_TO,CASE-0160,Civilian family relationship (SISTER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0446,PERSON-0075,PERSON-0399,RELATED_TO,CASE-1156,Civilian family relationship (SISTER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
