cp_id,case_id,person_id,role
ADV-CP-0874,CASE-0287,PERSON-0103,SUSPECT
ADV-CP-0875,CASE-1208,PERSON-0771,WITNESS
ADV-CP-0876,CASE-1208,PERSON-0127,SUSPECT
ADV-CP-0877,CASE-0720,PERSON-0748,WITNESS
ADV-CP-0878,CASE-0720,PERSON-0394,SUSPECT
ADV-CP-0879,CASE-0645,PERSON-0987,WITNESS
ADV-CP-0880,CASE-0645,PERSON-0440,SUSPECT
ADV-CP-0881,CASE-0508,PERSON-0811,WITNESS
ADV-CP-0882,CASE-0508,PERSON-0144,SUSPECT
ADV-CP-0883,CASE-0173,PERSON-0284,WITNESS
ADV-CP-0884,CASE-0173,PERSON-0661,SUSPECT
ADV-CP-0885,CASE-1231,PERSON-0255,WITNESS
ADV-CP-0886,CASE-1231,PERSON-0567,SUSPECT
ADV-CP-0887,CASE-1245,PERSON-0615,WITNESS
ADV-CP-0888,CASE-1245,PERSON-0739,SUSPECT
ADV-CP-0889,CASE-0055,PERSON-0292,WITNESS
ADV-CP-0890,CASE-0055,PERSON-0798,SUSPECT
ADV-CP-0891,CASE-0618,PERSON-0869,WITNESS
ADV-CP-0892,CASE-0618,PERSON-0868,SUSPECT
ADV-CP-0893,CASE-1243,PERSON-0211,WITNESS
ADV-CP-0894,CASE-1243,PERSON-0531,SUSPECT
ADV-CP-0895,CASE-0803,PERSON-0522,WITNESS
ADV-CP-0896,CASE-0803,PERSON-0194,SUSPECT
ADV-CP-0897,CASE-0112,PERSON-0303,WITNESS
ADV-CP-0898,CASE-0112,PERSON-0662,SUSPECT
ADV-CP-0899,CASE-0491,PERSON-0803,WITNESS
ADV-CP-0900,CASE-0491,PERSON-0920,SUSPECT
ADV-CP-0901,CASE-0231,PERSON-0507,WITNESS
ADV-CP-0902,CASE-0231,PERSON-0396,SUSPECT
ADV-CP-0903,CASE-1217,PERSON-0247,WITNESS
ADV-CP-0904,CASE-1217,PERSON-0512,SUSPECT
ADV-CP-0905,CASE-0025,PERSON-0073,WITNESS
ADV-CP-0906,CASE-0025,PERSON-0541,SUSPECT
ADV-CP-0907,CASE-0649,PERSON-0370,WITNESS
ADV-CP-0908,CASE-0649,PERSON-0957,SUSPECT
ADV-CP-0909,CASE-1165,PERSON-0136,WITNESS
ADV-CP-0910,CASE-1165,PERSON-0397,SUSPECT
ADV-CP-0911,CASE-1119,PERSON-0431,WITNESS
ADV-CP-0912,CASE-1119,PERSON-0375,SUSPECT
ADV-CP-0913,CASE-0965,PERSON-0700,WITNESS
ADV-CP-0914,CASE-0965,PERSON-0177,SUSPECT
ADV-CP-0915,CASE-0150,PERSON-0978,WITNESS
ADV-CP-0916,CASE-0150,PERSON-0789,SUSPECT
ADV-CP-0917,CASE-0139,PERSON-0018,WITNESS
ADV-CP-0918,CASE-0139,PERSON-0602,SUSPECT
ADV-CP-0919,CASE-0442,PERSON-0015,WITNESS
ADV-CP-0920,CASE-0442,PERSON-0269,SUSPECT
ADV-CP-0921,CASE-0124,PERSON-0041,WITNESS
ADV-CP-0922,CASE-0124,PERSON-0945,SUSPECT
ADV-CP-0923,CASE-0816,PERSON-0972,WITNESS
ADV-CP-0924,CASE-0816,PERSON-0809,SUSPECT
ADV-CP-0925,CASE-1027,PERSON-0519,WITNESS
ADV-CP-0926,CASE-1027,PERSON-0294,SUSPECT
ADV-CP-0927,CASE-0868,PERSON-0786,WITNESS
ADV-CP-0928,CASE-0868,PERSON-0426,SUSPECT
ADV-CP-0929,CASE-0169,PERSON-0719,WITNESS
ADV-CP-0930,CASE-0169,PERSON-0412,SUSPECT
ADV-CP-0931,CASE-1102,PERSON-0656,WITNESS
ADV-CP-0932,CASE-1102,PERSON-0550,SUSPECT
ADV-CP-0933,CASE-0569,PERSON-0631,WITNESS
ADV-CP-0934,CASE-0569,PERSON-0157,SUSPECT
ADV-CP-0935,CASE-0162,PERSON-0086,WITNESS
ADV-CP-0936,CASE-0162,PERSON-0318,SUSPECT
ADV-CP-0937,CASE-0417,PERSON-0524,WITNESS
ADV-CP-0938,CASE-0417,PERSON-0944,SUSPECT
ADV-CP-0939,CASE-0319,PERSON-0998,WITNESS
ADV-CP-0940,CASE-0319,PERSON-0828,SUSPECT
ADV-CP-0941,CASE-0801,PERSON-0550,WITNESS
ADV-CP-0942,CASE-0801,PERSON-0335,SUSPECT
ADV-CP-0943,CASE-0136,PERSON-0601,WITNESS
ADV-CP-0944,CASE-0136,PERSON-0650,SUSPECT
ADV-CP-0945,CASE-0896,PERSON-0318,WITNESS
ADV-CP-0946,CASE-0896,PERSON-0716,SUSPECT
ADV-CP-0947,CASE-0489,PERSON-0748,WITNESS
ADV-CP-0948,CASE-0489,PERSON-0977,SUSPECT
ADV-CP-0949,CASE-0177,PERSON-0060,WITNESS
ADV-CP-0950,CASE-0177,PERSON-0251,SUSPECT
ADV-CP-0951,CASE-0238,PERSON-0947,WITNESS
ADV-CP-0952,CASE-0238,PERSON-0445,SUSPECT
ADV-CP-0953,CASE-1247,PERSON-0465,WITNESS
ADV-CP-0954,CASE-1247,PERSON-0627,SUSPECT
ADV-CP-0955,CASE-0360,PERSON-0057,WITNESS
ADV-CP-0956,CASE-0360,PERSON-0317,SUSPECT
ADV-CP-0957,CASE-0282,PERSON-0123,WITNESS
ADV-CP-0958,CASE-0282,PERSON-0013,SUSPECT
ADV-CP-0959,CASE-0336,PERSON-0719,WITNESS
ADV-CP-0960,CASE-0336,PERSON-0012,SUSPECT
ADV-CP-0961,CASE-0711,PERSON-0509,WITNESS
ADV-CP-0962,CASE-0711,PERSON-0976,SUSPECT
ADV-CP-0963,CASE-0531,PERSON-0536,WITNESS
ADV-CP-0964,CASE-0531,PERSON-0530,SUSPECT
ADV-CP-0965,CASE-0260,PERSON-0171,WITNESS
ADV-CP-0966,CASE-0260,PERSON-0381,SUSPECT
ADV-CP-0967,CASE-0551,PERSON-0768,WITNESS
ADV-CP-0968,CASE-0551,PERSON-0800,SUSPECT
ADV-CP-0969,CASE-0242,PERSON-0751,WITNESS
ADV-CP-0970,CASE-0242,PERSON-0908,SUSPECT
ADV-CP-0971,CASE-0061,PERSON-0790,WITNESS
ADV-CP-0972,CASE-0061,PERSON-0922,SUSPECT
ADV-CP-0973,CASE-0880,PERSON-0344,WITNESS
ADV-CP-0974,CASE-0880,PERSON-0827,SUSPECT
ADV-CP-0975,CASE-0131,PERSON-0279,WITNESS
ADV-CP-0976,CASE-0131,PERSON-0537,SUSPECT
ADV-CP-0977,CASE-1181,PERSON-0270,WITNESS
ADV-CP-0978,CASE-1181,PERSON-0730,SUSPECT
ADV-CP-0979,CASE-1017,PERSON-0643,WITNESS
ADV-CP-0980,CASE-1017,PERSON-0079,SUSPECT
ADV-CP-0981,CASE-0738,PERSON-0467,WITNESS
ADV-CP-0982,CASE-0738,PERSON-0524,SUSPECT
ADV-CP-0983,CASE-1161,PERSON-0057,WITNESS
ADV-CP-0984,CASE-1161,PERSON-0512,SUSPECT
ADV-CP-0985,CASE-0323,PERSON-0171,WITNESS
ADV-CP-0986,CASE-0323,PERSON-0377,SUSPECT
ADV-CP-0987,CASE-0211,PERSON-0262,WITNESS
ADV-CP-0988,CASE-0211,PERSON-0792,SUSPECT
ADV-CP-0989,CASE-0237,PERSON-0916,WITNESS
ADV-CP-0990,CASE-0237,PERSON-0588,SUSPECT
ADV-CP-0991,CASE-1043,PERSON-0234,WITNESS
ADV-CP-0992,CASE-1043,PERSON-0759,SUSPECT
ADV-CP-0993,CASE-0026,PERSON-0003,WITNESS
ADV-CP-0994,CASE-0026,PERSON-0046,SUSPECT
ADV-CP-0995,CASE-0967,PERSON-0251,WITNESS
ADV-CP-0996,CASE-0967,PERSON-0048,SUSPECT
ADV-CP-0997,CASE-0308,PERSON-0373,WITNESS
ADV-CP-0998,CASE-0308,PERSON-0393,SUSPECT
ADV-CP-0999,CASE-0073,PERSON-0184,WITNESS
ADV-CP-1000,CASE-0073,PERSON-0954,SUSPECT
ADV-CP-1001,CASE-0859,PERSON-0567,WITNESS
ADV-CP-1002,CASE-0859,PERSON-0823,SUSPECT
ADV-CP-1003,CASE-0509,PERSON-0230,WITNESS
ADV-CP-1004,CASE-0509,PERSON-0330,SUSPECT
ADV-CP-1005,CASE-0656,PERSON-0427,WITNESS
ADV-CP-1006,CASE-0656,PERSON-0938,SUSPECT
ADV-CP-1007,CASE-0160,PERSON-0278,WITNESS
ADV-CP-1008,CASE-0160,PERSON-0846,SUSPECT
ADV-CP-1009,CASE-0245,PERSON-0586,WITNESS
ADV-CP-1010,CASE-0245,PERSON-0382,SUSPECT
ADV-CP-1011,CASE-0108,PERSON-0515,WITNESS
ADV-CP-1012,CASE-0108,PERSON-0690,SUSPECT
ADV-CP-1013,CASE-1057,PERSON-0184,WITNESS
ADV-CP-1014,CASE-1057,PERSON-0229,SUSPECT
ADV-CP-1015,CASE-0822,PERSON-0048,WITNESS
ADV-CP-1016,CASE-0822,PERSON-0977,SUSPECT
ADV-CP-1017,CASE-0953,PERSON-0071,WITNESS
ADV-CP-1018,CASE-0953,PERSON-0899,SUSPECT
ADV-CP-1019,CASE-0637,PERSON-0887,WITNESS
ADV-CP-1020,CASE-0637,PERSON-0290,SUSPECT
ADV-CP-1021,CASE-1133,PERSON-0336,WITNESS
ADV-CP-1022,CASE-1133,PERSON-0089,SUSPECT
ADV-CP-1023,CASE-0756,PERSON-0468,WITNESS
ADV-CP-1024,CASE-0756,PERSON-0009,SUSPECT
ADV-CP-1025,CASE-1155,PERSON-0206,WITNESS
ADV-CP-1026,CASE-1155,PERSON-0299,SUSPECT
ADV-CP-1027,CASE-0497,PERSON-0804,WITNESS
ADV-CP-1028,CASE-0497,PERSON-0312,SUSPECT
ADV-CP-1029,CASE-1212,PERSON-0476,WITNESS
ADV-CP-1030,CASE-1212,PERSON-0378,SUSPECT
ADV-CP-1031,CASE-0401,PERSON-0996,WITNESS
ADV-CP-1032,CASE-0401,PERSON-0506,SUSPECT
ADV-CP-1033,CASE-1120,PERSON-0751,WITNESS
ADV-CP-1034,CASE-1120,PERSON-0923,SUSPECT
ADV-CP-1035,CASE-0503,PERSON-0779,WITNESS
ADV-CP-1036,CASE-0503,PERSON-0816,SUSPECT
ADV-CP-1037,CASE-0840,PERSON-0155,WITNESS
ADV-CP-1038,CASE-0840,PERSON-0007,SUSPECT
ADV-CP-1039,CASE-1110,PERSON-0025,WITNESS
ADV-CP-1040,CASE-1110,PERSON-0239,SUSPECT
ADV-CP-1041,CASE-0020,PERSON-0355,WITNESS
ADV-CP-1042,CASE-0020,PERSON-0652,SUSPECT
ADV-CP-1043,CASE-0003,PERSON-0974,WITNESS
ADV-CP-1044,CASE-0003,PERSON-0344,SUSPECT
ADV-CP-1045,CASE-0771,PERSON-0778,WITNESS
ADV-CP-1046,CASE-0771,PERSON-0674,SUSPECT
ADV-CP-1047,CASE-0630,PERSON-0870,WITNESS
ADV-CP-1048,CASE-0630,PERSON-0756,SUSPECT
ADV-CP-1049,CASE-1086,PERSON-0107,WITNESS
ADV-CP-1050,CASE-1086,PERSON-0211,SUSPECT
ADV-CP-1051,CASE-1008,PERSON-0244,WITNESS
ADV-CP-1052,CASE-1008,PERSON-0430,SUSPECT
ADV-CP-1053,CASE-0292,PERSON-0985,WITNESS
ADV-CP-1054,CASE-0292,PERSON-0062,SUSPECT
ADV-CP-1055,CASE-0191,PERSON-0729,WITNESS
ADV-CP-1056,CASE-0191,PERSON-0287,SUSPECT
ADV-CP-1057,CASE-0475,PERSON-0045,WITNESS
ADV-CP-1058,CASE-0475,PERSON-0944,SUSPECT
ADV-CP-1059,CASE-1065,PERSON-0919,WITNESS
ADV-CP-1060,CASE-1065,PERSON-0866,SUSPECT
ADV-CP-1061,CASE-0763,PERSON-0423,WITNESS
ADV-CP-1062,CASE-0763,PERSON-0718,SUSPECT
ADV-CP-1063,CASE-0174,PERSON-0470,WITNESS
ADV-CP-1064,CASE-0174,PERSON-0998,SUSPECT
ADV-CP-1065,CASE-1036,PERSON-0595,WITNESS
ADV-CP-1066,CASE-1036,PERSON-0098,SUSPECT
ADV-CP-1067,CASE-0808,PERSON-0137,WITNESS
ADV-CP-1068,CASE-0808,PERSON-0653,SUSPECT
ADV-CP-1069,CASE-1163,PERSON-0077,WITNESS
ADV-CP-1070,CASE-1163,PERSON-0607,SUSPECT
ADV-CP-1071,CASE-0268,PERSON-0064,WITNESS
ADV-CP-1072,CASE-0268,PERSON-0446,SUSPECT
ADV-CP-1073,CASE-0535,PERSON-0243,WITNESS
ADV-CP-1074,CASE-0535,PERSON-0299,SUSPECT
ADV-CP-1075,CASE-0805,PERSON-0872,WITNESS
ADV-CP-1076,CASE-0805,PERSON-0323,SUSPECT
ADV-CP-1077,CASE-0669,PERSON-0718,WITNESS
ADV-CP-1078,CASE-0669,PERSON-0852,SUSPECT
ADV-CP-1079,CASE-0557,PERSON-0326,WITNESS
ADV-CP-1080,CASE-0557,PERSON-0464,SUSPECT
ADV-CP-1081,CASE-0416,PERSON-0240,WITNESS
ADV-CP-1082,CASE-0416,PERSON-0077,SUSPECT
ADV-CP-1083,CASE-1198,PERSON-0140,WITNESS
ADV-CP-1084,CASE-1198,PERSON-0799,SUSPECT
ADV-CP-1085,CASE-0217,PERSON-0112,WITNESS
ADV-CP-1086,CASE-0217,PERSON-0160,SUSPECT
ADV-CP-1087,CASE-0955,PERSON-0169,WITNESS
ADV-CP-1088,CASE-0955,PERSON-0461,SUSPECT
ADV-CP-1089,CASE-0248,PERSON-0322,WITNESS
ADV-CP-1090,CASE-0248,PERSON-0417,SUSPECT
ADV-CP-1091,CASE-0426,PERSON-0549,WITNESS
ADV-CP-1092,CASE-0426,PERSON-0367,SUSPECT
ADV-CP-1093,CASE-0949,PERSON-0463,WITNESS
ADV-CP-1094,CASE-0949,PERSON-0316,SUSPECT
ADV-CP-1095,CASE-0246,PERSON-0272,WITNESS
ADV-CP-1096,CASE-0246,PERSON-0873,SUSPECT
ADV-CP-1097,CASE-0624,PERSON-0093,WITNESS
ADV-CP-1098,CASE-0624,PERSON-0162,SUSPECT
ADV-CP-1099,CASE-1236,PERSON-0847,WITNESS
ADV-CP-1100,CASE-1236,PERSON-0722,SUSPECT
ADV-CP-1101,CASE-0672,PERSON-0042,WITNESS
ADV-CP-1102,CASE-0672,PERSON-0221,SUSPECT
ADV-CP-1103,CASE-0509,PERSON-0152,WITNESS
ADV-CP-1104,CASE-0509,PERSON-0094,SUSPECT
ADV-CP-1105,CASE-0812,PERSON-0992,WITNESS
ADV-CP-1106,CASE-0812,PERSON-0365,SUSPECT
ADV-CP-1107,CASE-0613,PERSON-0526,WITNESS
ADV-CP-1108,CASE-0613,PERSON-0051,SUSPECT
ADV-CP-1109,CASE-0357,PERSON-0267,WITNESS
ADV-CP-1110,CASE-0357,PERSON-0840,SUSPECT
ADV-CP-1111,CASE-0829,PERSON-0032,WITNESS
ADV-CP-1112,CASE-0829,PERSON-0975,SUSPECT
ADV-CP-1113,CASE-1139,PERSON-0876,WITNESS
ADV-CP-1114,CASE-1139,PERSON-0464,SUSPECT
ADV-CP-1115,CASE-0512,PERSON-0767,WITNESS
ADV-CP-1116,CASE-0512,PERSON-0564,SUSPECT
ADV-CP-1117,CASE-0209,PERSON-0097,WITNESS
ADV-CP-1118,CASE-0209,PERSON-0474,SUSPECT
ADV-CP-1119,CASE-0287,PERSON-0824,WITNESS
ADV-CP-1120,CASE-0287,PERSON-0813,SUSPECT
ADV-CP-1121,CASE-0127,PERSON-0125,WITNESS
ADV-CP-1122,CASE-0127,PERSON-0013,SUSPECT
ADV-CP-1123,CASE-0456,PERSON-0851,WITNESS
ADV-CP-1124,CASE-0456,PERSON-0800,SUSPECT
ADV-CP-1125,CASE-0821,PERSON-0134,WITNESS
ADV-CP-1126,CASE-0821,PERSON-0203,SUSPECT
ADV-CP-1127,CASE-0173,PERSON-0382,WITNESS
ADV-CP-1128,CASE-0173,PERSON-0703,SUSPECT
ADV-CP-1129,CASE-0531,PERSON-0597,WITNESS
ADV-CP-1130,CASE-0531,PERSON-0601,SUSPECT
ADV-CP-1131,CASE-0154,PERSON-0940,WITNESS
ADV-CP-1132,CASE-0154,PERSON-0833,SUSPECT
ADV-CP-1133,CASE-0405,PERSON-0023,WITNESS
ADV-CP-1134,CASE-0405,PERSON-0067,SUSPECT
ADV-CP-1135,CASE-0909,PERSON-0925,WITNESS
ADV-CP-1136,CASE-0909,PERSON-0662,SUSPECT
ADV-CP-1137,CASE-0189,PERSON-0829,WITNESS
ADV-CP-1138,CASE-0189,PERSON-0132,SUSPECT
ADV-CP-1139,CASE-0680,PERSON-0927,WITNESS
ADV-CP-1140,CASE-0680,PERSON-0868,SUSPECT
ADV-CP-1141,CASE-0945,PERSON-0126,WITNESS
ADV-CP-1142,CASE-0945,PERSON-0044,SUSPECT
ADV-CP-1143,CASE-1176,PERSON-0052,WITNESS
ADV-CP-1144,CASE-1176,PERSON-0173,SUSPECT
ADV-CP-1145,CASE-0809,PERSON-0444,WITNESS
ADV-CP-1146,CASE-0809,PERSON-0842,SUSPECT
ADV-CP-1147,CASE-0784,PERSON-0509,WITNESS
ADV-CP-1148,CASE-0784,PERSON-0031,SUSPECT
ADV-CP-1149,CASE-0354,PERSON-0700,WITNESS
ADV-CP-1150,CASE-0354,PERSON-0437,SUSPECT
ADV-CP-1151,CASE-0384,PERSON-0363,WITNESS
ADV-CP-1152,CASE-0384,PERSON-0220,SUSPECT
ADV-CP-1153,CASE-0914,PERSON-0282,WITNESS
ADV-CP-1154,CASE-0914,PERSON-0287,SUSPECT
ADV-CP-1155,CASE-0071,PERSON-0905,WITNESS
ADV-CP-1156,CASE-0071,PERSON-0153,SUSPECT
ADV-CP-1157,CASE-0504,PERSON-0629,WITNESS
ADV-CP-1158,CASE-0504,PERSON-0635,SUSPECT
ADV-CP-1159,CASE-0613,PERSON-0242,CIVIL_COMPLAINANT
ADV-CP-1160,CASE-0613,PERSON-0488,SUSPECT
ADV-CP-1161,CASE-0162,PERSON-0242,CIVIL_COMPLAINANT
ADV-CP-1162,CASE-0162,PERSON-0488,SUSPECT
ADV-CP-1163,CASE-0072,PERSON-0405,CIVIL_COMPLAINANT
ADV-CP-1164,CASE-0072,PERSON-0925,SUSPECT
ADV-CP-1165,CASE-1029,PERSON-0405,CIVIL_COMPLAINANT
ADV-CP-1166,CASE-1029,PERSON-0925,SUSPECT
ADV-CP-1167,CASE-1059,PERSON-0585,CIVIL_COMPLAINANT
ADV-CP-1168,CASE-1059,PERSON-0923,SUSPECT
ADV-CP-1169,CASE-1171,PERSON-0585,CIVIL_COMPLAINANT
ADV-CP-1170,CASE-1171,PERSON-0923,SUSPECT
ADV-CP-1171,CASE-0302,PERSON-0694,CIVIL_COMPLAINANT
ADV-CP-1172,CASE-0302,PERSON-0636,SUSPECT
ADV-CP-1173,CASE-0247,PERSON-0694,CIVIL_COMPLAINANT
ADV-CP-1174,CASE-0247,PERSON-0636,SUSPECT
ADV-CP-1175,CASE-0920,PERSON-0973,CIVIL_COMPLAINANT
ADV-CP-1176,CASE-0920,PERSON-0776,SUSPECT
ADV-CP-1177,CASE-0355,PERSON-0973,CIVIL_COMPLAINANT
ADV-CP-1178,CASE-0355,PERSON-0776,SUSPECT
ADV-CP-1179,CASE-0434,PERSON-0972,CIVIL_COMPLAINANT
ADV-CP-1180,CASE-0434,PERSON-0172,SUSPECT
ADV-CP-1181,CASE-0395,PERSON-0972,CIVIL_COMPLAINANT
ADV-CP-1182,CASE-0395,PERSON-0172,SUSPECT
ADV-CP-1183,CASE-0868,PERSON-0130,CIVIL_COMPLAINANT
ADV-CP-1184,CASE-0868,PERSON-0044,SUSPECT
ADV-CP-1185,CASE-0161,PERSON-0130,CIVIL_COMPLAINANT
ADV-CP-1186,CASE-0161,PERSON-0044,SUSPECT
ADV-CP-1187,CASE-0414,PERSON-0700,CIVIL_COMPLAINANT
ADV-CP-1188,CASE-0414,PERSON-0446,SUSPECT
ADV-CP-1189,CASE-0303,PERSON-0700,CIVIL_COMPLAINANT
ADV-CP-1190,CASE-0303,PERSON-0446,SUSPECT
ADV-CP-1191,CASE-0529,PERSON-0855,CIVIL_COMPLAINANT
ADV-CP-1192,CASE-0529,PERSON-0610,SUSPECT
ADV-CP-1193,CASE-0655,PERSON-0855,CIVIL_COMPLAINANT
ADV-CP-1194,CASE-0655,PERSON-0610,SUSPECT
ADV-CP-1195,CASE-0138,PERSON-0933,CIVIL_COMPLAINANT
ADV-CP-1196,CASE-0138,PERSON-0745,SUSPECT
ADV-CP-1197,CASE-0179,PERSON-0933,CIVIL_COMPLAINANT
ADV-CP-1198,CASE-0179,PERSON-0745,SUSPECT
ADV-CP-1199,CASE-0814,PERSON-0398,CIVIL_COMPLAINANT
ADV-CP-1200,CASE-0814,PERSON-0570,SUSPECT
ADV-CP-1201,CASE-1131,PERSON-0398,CIVIL_COMPLAINANT
ADV-CP-1202,CASE-1131,PERSON-0570,SUSPECT
ADV-CP-1203,CASE-0566,PERSON-0334,CIVIL_COMPLAINANT
ADV-CP-1204,CASE-0566,PERSON-0878,SUSPECT
ADV-CP-1205,CASE-1065,PERSON-0334,CIVIL_COMPLAINANT
ADV-CP-1206,CASE-1065,PERSON-0878,SUSPECT
ADV-CP-1207,CASE-0026,PERSON-0470,CIVIL_COMPLAINANT
ADV-CP-1208,CASE-0026,PERSON-0940,SUSPECT
ADV-CP-1209,CASE-1204,PERSON-0470,CIVIL_COMPLAINANT
ADV-CP-1210,CASE-1204,PERSON-0940,SUSPECT
ADV-CP-1211,CASE-0860,PERSON-0536,CIVIL_COMPLAINANT
ADV-CP-1212,CASE-0860,PERSON-0801,SUSPECT
ADV-CP-1213,CASE-0231,PERSON-0536,CIVIL_COMPLAINANT
ADV-CP-1214,CASE-0231,PERSON-0801,SUSPECT
ADV-CP-1215,CASE-0304,PERSON-0425,CIVIL_COMPLAINANT
ADV-CP-1216,CASE-0304,PERSON-0154,SUSPECT
ADV-CP-1217,CASE-1161,PERSON-0425,CIVIL_COMPLAINANT
ADV-CP-1218,CASE-1161,PERSON-0154,SUSPECT
ADV-CP-1219,CASE-0206,PERSON-0603,CIVIL_COMPLAINANT
ADV-CP-1220,CASE-0206,PERSON-0597,SUSPECT
ADV-CP-1221,CASE-0217,PERSON-0603,CIVIL_COMPLAINANT
ADV-CP-1222,CASE-0217,PERSON-0597,SUSPECT
ADV-CP-1223,CASE-0207,PERSON-0577,CIVIL_COMPLAINANT
ADV-CP-1224,CASE-0207,PERSON-0799,SUSPECT
ADV-CP-1225,CASE-0586,PERSON-0577,CIVIL_COMPLAINANT
ADV-CP-1226,CASE-0586,PERSON-0799,SUSPECT
ADV-CP-1227,CASE-0705,PERSON-0889,CIVIL_COMPLAINANT
ADV-CP-1228,CASE-0705,PERSON-0549,SUSPECT
ADV-CP-1229,CASE-0842,PERSON-0889,CIVIL_COMPLAINANT
ADV-CP-1230,CASE-0842,PERSON-0549,SUSPECT
ADV-CP-1231,CASE-0995,PERSON-0271,CIVIL_COMPLAINANT
ADV-CP-1232,CASE-0995,PERSON-0393,SUSPECT
ADV-CP-1233,CASE-1172,PERSON-0271,CIVIL_COMPLAINANT
ADV-CP-1234,CASE-1172,PERSON-0393,SUSPECT
ADV-CP-1235,CASE-0077,PERSON-0624,CIVIL_COMPLAINANT
ADV-CP-1236,CASE-0077,PERSON-0485,SUSPECT
ADV-CP-1237,CASE-0353,PERSON-0624,CIVIL_COMPLAINANT
ADV-CP-1238,CASE-0353,PERSON-0485,SUSPECT
ADV-CP-1239,CASE-0295,PERSON-0283,CIVIL_COMPLAINANT
ADV-CP-1240,CASE-0295,PERSON-0413,SUSPECT
ADV-CP-1241,CASE-1247,PERSON-0283,CIVIL_COMPLAINANT
ADV-CP-1242,CASE-1247,PERSON-0413,SUSPECT
ADV-CP-1243,CASE-0823,PERSON-0698,CIVIL_COMPLAINANT
ADV-CP-1244,CASE-0823,PERSON-0711,SUSPECT
ADV-CP-1245,CASE-0080,PERSON-0698,CIVIL_COMPLAINANT
ADV-CP-1246,CASE-0080,PERSON-0711,SUSPECT
ADV-CP-1247,CASE-0679,PERSON-0406,CIVIL_COMPLAINANT
ADV-CP-1248,CASE-0679,PERSON-0911,SUSPECT
ADV-CP-1249,CASE-0487,PERSON-0406,CIVIL_COMPLAINANT
ADV-CP-1250,CASE-0487,PERSON-0911,SUSPECT
ADV-CP-1251,CASE-0974,PERSON-0051,CIVIL_COMPLAINANT
ADV-CP-1252,CASE-0974,PERSON-0764,SUSPECT
ADV-CP-1253,CASE-0551,PERSON-0051,CIVIL_COMPLAINANT
ADV-CP-1254,CASE-0551,PERSON-0764,SUSPECT
ADV-CP-1255,CASE-0042,PERSON-0919,CIVIL_COMPLAINANT
ADV-CP-1256,CASE-0042,PERSON-0382,SUSPECT
ADV-CP-1257,CASE-0692,PERSON-0919,CIVIL_COMPLAINANT
ADV-CP-1258,CASE-0692,PERSON-0382,SUSPECT
ADV-CP-1259,CASE-0621,PERSON-0838,CIVIL_COMPLAINANT
ADV-CP-1260,CASE-0621,PERSON-0813,SUSPECT
ADV-CP-1261,CASE-0637,PERSON-0838,CIVIL_COMPLAINANT
ADV-CP-1262,CASE-0637,PERSON-0813,SUSPECT
ADV-CP-1263,CASE-1007,PERSON-0288,CIVIL_COMPLAINANT
ADV-CP-1264,CASE-1007,PERSON-0864,SUSPECT
ADV-CP-1265,CASE-0202,PERSON-0288,CIVIL_COMPLAINANT
ADV-CP-1266,CASE-0202,PERSON-0864,SUSPECT
ADV-CP-1267,CASE-0467,PERSON-0996,CIVIL_COMPLAINANT
ADV-CP-1268,CASE-0467,PERSON-0890,SUSPECT
ADV-CP-1269,CASE-0276,PERSON-0996,CIVIL_COMPLAINANT
ADV-CP-1270,CASE-0276,PERSON-0890,SUSPECT
ADV-CP-1271,CASE-0908,PERSON-0308,CIVIL_COMPLAINANT
ADV-CP-1272,CASE-0908,PERSON-0998,SUSPECT
ADV-CP-1273,CASE-0658,PERSON-0308,CIVIL_COMPLAINANT
ADV-CP-1274,CASE-0658,PERSON-0998,SUSPECT
ADV-CP-1275,CASE-0854,PERSON-0276,CIVIL_COMPLAINANT
ADV-CP-1276,CASE-0854,PERSON-0747,SUSPECT
ADV-CP-1277,CASE-1239,PERSON-0276,CIVIL_COMPLAINANT
ADV-CP-1278,CASE-1239,PERSON-0747,SUSPECT
ADV-CP-1279,CASE-0385,PERSON-0662,CIVIL_COMPLAINANT
ADV-CP-1280,CASE-0385,PERSON-0092,SUSPECT
ADV-CP-1281,CASE-0905,PERSON-0662,CIVIL_COMPLAINANT
ADV-CP-1282,CASE-0905,PERSON-0092,SUSPECT
ADV-CP-1283,CASE-0834,PERSON-0217,CIVIL_COMPLAINANT
ADV-CP-1284,CASE-0834,PERSON-0936,SUSPECT
ADV-CP-1285,CASE-0993,PERSON-0217,CIVIL_COMPLAINANT
ADV-CP-1286,CASE-0993,PERSON-0936,SUSPECT
ADV-CP-1287,CASE-0766,PERSON-0778,CIVIL_COMPLAINANT
ADV-CP-1288,CASE-0766,PERSON-0529,SUSPECT
ADV-CP-1289,CASE-0116,PERSON-0778,CIVIL_COMPLAINANT
ADV-CP-1290,CASE-0116,PERSON-0529,SUSPECT
ADV-CP-1291,CASE-0326,PERSON-0528,CIVIL_COMPLAINANT
ADV-CP-1292,CASE-0326,PERSON-0811,SUSPECT
ADV-CP-1293,CASE-0135,PERSON-0528,CIVIL_COMPLAINANT
ADV-CP-1294,CASE-0135,PERSON-0811,SUSPECT
ADV-CP-1295,CASE-1038,PERSON-0319,CIVIL_COMPLAINANT
ADV-CP-1296,CASE-1038,PERSON-0727,SUSPECT
