comm_id,case_id,description,duration
ADV-COMM-0581,CASE-1044,PERSON-0849 contacted PERSON-0520 confirming pickup.,116
ADV-COMM-0582,CASE-0679,PERSON-0018 contacted PERSON-0378 regarding operational logistics.,222
ADV-COMM-0583,CASE-0679,PERSON-0378 contacted PERSON-0018 confirming pickup.,146
ADV-COMM-0584,CASE-0055,PERSON-0816 contacted PERSON-0921 regarding operational logistics.,202
ADV-COMM-0585,CASE-0055,PERSON-0921 contacted PERSON-0816 confirming pickup.,98
ADV-COMM-0586,CASE-0350,PERSON-0598 contacted PERSON-0492 regarding operational logistics.,184
ADV-COMM-0587,CASE-0350,PERSON-0492 contacted PERSON-0598 confirming pickup.,137
ADV-COMM-0588,CASE-0065,PERSON-0698 contacted PERSON-0249 regarding operational logistics.,196
ADV-COMM-0589,CASE-0643,PERSON-0020 contacted PERSON-0452 regarding operational logistics.,157
ADV-COMM-0590,CASE-0643,PERSON-0452 contacted PERSON-0020 confirming pickup.,92
ADV-COMM-0591,CASE-0966,PERSON-0794 contacted PERSON-0627 regarding operational logistics.,273
ADV-COMM-0592,CASE-1063,PERSON-0723 contacted PERSON-0142 regarding operational logistics.,103
ADV-COMM-0593,CASE-1063,PERSON-0142 contacted PERSON-0723 confirming pickup.,162
ADV-COMM-0594,CASE-0355,PERSON-0322 contacted PERSON-0980 regarding operational logistics.,167
ADV-COMM-0595,CASE-0542,PERSON-0363 contacted PERSON-0693 regarding operational logistics.,206
ADV-COMM-0596,CASE-0542,PERSON-0693 contacted PERSON-0363 confirming pickup.,103
ADV-COMM-0597,CASE-0610,PERSON-0306 contacted PERSON-0231 regarding operational logistics.,247
ADV-COMM-0598,CASE-0610,PERSON-0231 contacted PERSON-0306 confirming pickup.,93
ADV-COMM-0599,CASE-0983,PERSON-0501 contacted PERSON-0325 regarding operational logistics.,139
ADV-COMM-0600,CASE-0983,PERSON-0325 contacted PERSON-0501 confirming pickup.,110
ADV-COMM-0601,CASE-1113,PERSON-0588 contacted PERSON-0693 regarding operational logistics.,147
ADV-COMM-0602,CASE-0300,PERSON-0354 contacted PERSON-0978 via encrypted relay.,33
ADV-COMM-0603,CASE-0162,PERSON-0979 contacted PERSON-0732 via encrypted relay.,43
ADV-COMM-0604,CASE-0982,PERSON-0672 contacted PERSON-0263 via encrypted relay.,49
ADV-COMM-0605,CASE-1152,PERSON-0278 contacted PERSON-0956 via encrypted relay.,23
ADV-COMM-0606,CASE-1202,PERSON-0112 contacted PERSON-0631 via encrypted relay.,18
ADV-COMM-0607,CASE-1088,PERSON-0686 contacted PERSON-0927 via encrypted relay.,29
ADV-COMM-0608,CASE-0847,PERSON-0054 contacted PERSON-0103 via encrypted relay.,45
ADV-COMM-0609,CASE-0282,PERSON-0103 contacted PERSON-0698 via encrypted relay.,50
ADV-COMM-0610,CASE-0834,PERSON-0952 contacted PERSON-0162 via encrypted relay.,45
ADV-COMM-0611,CASE-0409,PERSON-0489 contacted PERSON-0667 via encrypted relay.,33
ADV-COMM-0612,CASE-0122,PERSON-0329 contacted PERSON-0293 via encrypted relay.,20
ADV-COMM-0613,CASE-0476,PERSON-0668 contacted PERSON-0588 via encrypted relay.,17
ADV-COMM-0614,CASE-0359,PERSON-0936 contacted PERSON-0944 via encrypted relay.,26
ADV-COMM-0615,CASE-0075,PERSON-0957 contacted PERSON-0942 via encrypted relay.,40
ADV-COMM-0616,CASE-0382,PERSON-0807 contacted PERSON-0508 via encrypted relay.,33
ADV-COMM-0617,CASE-0019,PERSON-0898 contacted PERSON-0039 via encrypted relay.,53
ADV-COMM-0618,CASE-0687,PERSON-0110 contacted PERSON-0951 via encrypted relay.,56
ADV-COMM-0619,CASE-1012,PERSON-0557 contacted PERSON-0537 via encrypted relay.,23
ADV-COMM-0620,CASE-0959,PERSON-0872 contacted PERSON-0517 via encrypted relay.,22
ADV-COMM-0621,CASE-0940,PERSON-0339 contacted PERSON-0167 via encrypted relay.,60
ADV-COMM-0622,CASE-0691,PERSON-0191 contacted PERSON-0015 via encrypted relay.,51
ADV-COMM-0623,CASE-0396,PERSON-0691 contacted PERSON-0776 via encrypted relay.,55
ADV-COMM-0624,CASE-0876,PERSON-0919 contacted PERSON-0416 via encrypted relay.,20
ADV-COMM-0625,CASE-0196,PERSON-0411 contacted PERSON-0686 via encrypted relay.,23
ADV-COMM-0626,CASE-0509,PERSON-0489 contacted PERSON-0332 via encrypted relay.,39
ADV-COMM-0627,CASE-0547,PERSON-0242 contacted PERSON-0458 via encrypted relay.,34
ADV-COMM-0628,CASE-1174,PERSON-0597 contacted PERSON-0741 via encrypted relay.,56
ADV-COMM-0629,CASE-0484,PERSON-0369 contacted PERSON-0710 via encrypted relay.,22
ADV-COMM-0630,CASE-0328,PERSON-0477 contacted PERSON-0315 via encrypted relay.,47
ADV-COMM-0631,CASE-0637,PERSON-0946 contacted PERSON-0917 via encrypted relay.,55
ADV-COMM-0632,CASE-0605,PERSON-0939 contacted PERSON-0964 via encrypted relay.,29
ADV-COMM-0633,CASE-0274,PERSON-0225 contacted PERSON-0981 via encrypted relay.,44
ADV-COMM-0634,CASE-0766,PERSON-0766 contacted PERSON-0621 via encrypted relay.,50
ADV-COMM-0635,CASE-1101,PERSON-0935 contacted PERSON-0483 via encrypted relay.,28
ADV-COMM-0636,CASE-1221,PERSON-0781 contacted PERSON-0254 via encrypted relay.,20
ADV-COMM-0637,CASE-1082,PERSON-0539 contacted PERSON-0458 via encrypted relay.,19
ADV-COMM-0638,CASE-0230,PERSON-0940 contacted PERSON-0578 via encrypted relay.,50
ADV-COMM-0639,CASE-0415,PERSON-0925 contacted PERSON-0518 via encrypted relay.,24
ADV-COMM-0640,CASE-1066,PERSON-0169 contacted PERSON-0336 via encrypted relay.,58
ADV-COMM-0641,CASE-1195,PERSON-0211 contacted PERSON-0735 via encrypted relay.,47
ADV-COMM-0642,CASE-0114,PERSON-0457 contacted PERSON-0829 via encrypted relay.,47
ADV-COMM-0643,CASE-1155,PERSON-0426 contacted PERSON-0468 via encrypted relay.,44
ADV-COMM-0644,CASE-0632,PERSON-0689 contacted PERSON-0827 via encrypted relay.,40
ADV-COMM-0645,CASE-0007,PERSON-0261 contacted PERSON-0837 via encrypted relay.,52
ADV-COMM-0646,CASE-0868,PERSON-0075 contacted PERSON-0047 via encrypted relay.,19
ADV-COMM-0647,CASE-0142,PERSON-0555 contacted PERSON-0062 via encrypted relay.,45
ADV-COMM-0648,CASE-0838,PERSON-0033 contacted PERSON-0294 via encrypted relay.,23
ADV-COMM-0649,CASE-0861,PERSON-0785 contacted PERSON-0657 via encrypted relay.,39
ADV-COMM-0650,CASE-0774,PERSON-0460 contacted PERSON-0891 via encrypted relay.,58
ADV-COMM-0651,CASE-1105,PERSON-0988 contacted PERSON-0678 via encrypted relay.,37
ADV-COMM-0652,CASE-1101,PERSON-0122 contacted PERSON-0183 via encrypted relay.,23
ADV-COMM-0653,CASE-0008,PERSON-0746 contacted PERSON-0229 via encrypted relay.,34
ADV-COMM-0654,CASE-1116,PERSON-0475 contacted PERSON-0690 via encrypted relay.,39
ADV-COMM-0655,CASE-0507,PERSON-0844 contacted PERSON-0236 via encrypted relay.,24
ADV-COMM-0656,CASE-0232,PERSON-0283 contacted PERSON-0194 via encrypted relay.,57
ADV-COMM-0657,CASE-0033,PERSON-0430 contacted PERSON-0630 via encrypted relay.,19
ADV-COMM-0658,CASE-0069,PERSON-0104 contacted PERSON-0609 via encrypted relay.,58
ADV-COMM-0659,CASE-0100,PERSON-0721 contacted PERSON-0894 via encrypted relay.,17
ADV-COMM-0660,CASE-0480,PERSON-0412 contacted PERSON-0450 via encrypted relay.,18
ADV-COMM-0661,CASE-0593,PERSON-0144 contacted PERSON-0516 via encrypted relay.,51
ADV-COMM-0662,CASE-1225,PERSON-0327 contacted PERSON-0592 via encrypted relay.,35
ADV-COMM-0663,CASE-0294,PERSON-0243 contacted PERSON-0310 via encrypted relay.,48
ADV-COMM-0664,CASE-0616,PERSON-0227 contacted PERSON-0424 via encrypted relay.,50
ADV-COMM-0665,CASE-0359,PERSON-0972 contacted PERSON-0606 via encrypted relay.,42
ADV-COMM-0666,CASE-0097,PERSON-0570 contacted PERSON-0508 via encrypted relay.,56
ADV-COMM-0667,CASE-1075,PERSON-0688 contacted PERSON-0391 via encrypted relay.,41
ADV-COMM-0668,CASE-0615,PERSON-0419 contacted PERSON-0153 via encrypted relay.,49
ADV-COMM-0669,CASE-0462,PERSON-0485 contacted PERSON-0247 via encrypted relay.,60
ADV-COMM-0670,CASE-0949,PERSON-0148 contacted PERSON-0826 via encrypted relay.,50
ADV-COMM-0671,CASE-0854,PERSON-0423 contacted PERSON-0992 via encrypted relay.,23
ADV-COMM-0672,CASE-0523,PERSON-0398 contacted PERSON-0249 via encrypted relay.,56
ADV-COMM-0673,CASE-0922,PERSON-0081 contacted PERSON-0945 via encrypted relay.,20
ADV-COMM-0674,CASE-0391,PERSON-0549 contacted PERSON-0742 via encrypted relay.,39
ADV-COMM-0675,CASE-1235,PERSON-0690 contacted PERSON-0620 via encrypted relay.,19
ADV-COMM-0676,CASE-1204,PERSON-0193 contacted PERSON-0824 via encrypted relay.,50
ADV-COMM-0677,CASE-0428,PERSON-0223 contacted PERSON-0491 via encrypted relay.,36
ADV-COMM-0678,CASE-0032,PERSON-0311 contacted PERSON-0980 via encrypted relay.,27
ADV-COMM-0679,CASE-0241,PERSON-0986 contacted PERSON-0760 via encrypted relay.,45
ADV-COMM-0680,CASE-1238,PERSON-0937 contacted PERSON-0249 via encrypted relay.,40
ADV-COMM-0681,CASE-1131,PERSON-0938 contacted PERSON-0246 via encrypted relay.,33
ADV-COMM-0682,CASE-1093,PERSON-0390 contacted PERSON-0478 via encrypted relay.,34
ADV-COMM-0683,CASE-1051,PERSON-0268 contacted PERSON-0369 via encrypted relay.,44
ADV-COMM-0684,CASE-0962,PERSON-0101 contacted PERSON-0823 via encrypted relay.,35
ADV-COMM-0685,CASE-0760,PERSON-0937 contacted PERSON-0209 via encrypted relay.,17
ADV-COMM-0686,CASE-0454,PERSON-0577 contacted PERSON-0885 via encrypted relay.,16
ADV-COMM-0687,CASE-1197,PERSON-0268 contacted PERSON-0567 via encrypted relay.,41
ADV-COMM-0688,CASE-0402,PERSON-0303 contacted PERSON-0157 via encrypted relay.,39
ADV-COMM-0689,CASE-0504,PERSON-0584 contacted PERSON-0854 via encrypted relay.,56
ADV-COMM-0690,CASE-0692,PERSON-0967 contacted PERSON-0702 via encrypted relay.,46
ADV-COMM-0691,CASE-1005,PERSON-0990 contacted PERSON-0741 via encrypted relay.,37
ADV-COMM-0692,CASE-1120,PERSON-0174 contacted PERSON-0144 via encrypted relay.,49
ADV-COMM-0693,CASE-0121,PERSON-0658 contacted PERSON-0981 via encrypted relay.,19
ADV-COMM-0694,CASE-0100,PERSON-0968 contacted PERSON-0838 via encrypted relay.,41
ADV-COMM-0695,CASE-0474,PERSON-0141 contacted PERSON-0863 via encrypted relay.,24
ADV-COMM-0696,CASE-1036,PERSON-0010 contacted PERSON-0224 via encrypted relay.,18
ADV-COMM-0697,CASE-0990,PERSON-0633 contacted PERSON-0654 via encrypted relay.,16
ADV-COMM-0698,CASE-1130,PERSON-0007 contacted PERSON-0545 via encrypted relay.,16
ADV-COMM-0699,CASE-0563,PERSON-0543 contacted PERSON-0740 via encrypted relay.,33
ADV-COMM-0700,CASE-0882,PERSON-0018 contacted PERSON-0515 via encrypted relay.,26
ADV-COMM-0701,CASE-0198,PERSON-0110 contacted PERSON-0941 via encrypted relay.,30
ADV-COMM-0702,CASE-1079,PERSON-0197 contacted PERSON-0635 via encrypted relay.,37
ADV-COMM-0703,CASE-0813,PERSON-0274 contacted PERSON-0815 via encrypted relay.,40
ADV-COMM-0704,CASE-0499,PERSON-0471 contacted PERSON-0579 via encrypted relay.,29
ADV-COMM-0705,CASE-0166,PERSON-0308 contacted PERSON-0701 via encrypted relay.,56
ADV-COMM-0706,CASE-0192,PERSON-0778 contacted PERSON-0033 via encrypted relay.,39
ADV-COMM-0707,CASE-0115,PERSON-0566 contacted PERSON-0488 via encrypted relay.,59
ADV-COMM-0708,CASE-1024,PERSON-0176 contacted PERSON-0085 via encrypted relay.,56
ADV-COMM-0709,CASE-1159,PERSON-0804 contacted PERSON-0340 via encrypted relay.,21
ADV-COMM-0710,CASE-0088,PERSON-0917 contacted PERSON-0541 via encrypted relay.,59
ADV-COMM-0711,CASE-0974,PERSON-0909 contacted PERSON-0581 via encrypted relay.,19
ADV-COMM-0712,CASE-0575,PERSON-0701 contacted PERSON-0948 via encrypted relay.,51
ADV-COMM-0713,CASE-0368,PERSON-0674 contacted PERSON-0034 via encrypted relay.,35
ADV-COMM-0714,CASE-0425,PERSON-0017 contacted PERSON-0985 via encrypted relay.,60
ADV-COMM-0715,CASE-0158,PERSON-0841 contacted PERSON-0408 via encrypted relay.,51
ADV-COMM-0716,CASE-0797,PERSON-0247 contacted PERSON-0581 via encrypted relay.,49
ADV-COMM-0717,CASE-0287,PERSON-0340 contacted PERSON-0394 via encrypted relay.,59
ADV-COMM-0718,CASE-1026,PERSON-0742 contacted PERSON-0081 via encrypted relay.,37
ADV-COMM-0719,CASE-0896,PERSON-0055 contacted PERSON-0101 via encrypted relay.,19
ADV-COMM-0720,CASE-1220,PERSON-0349 contacted PERSON-0620 via encrypted relay.,35
ADV-COMM-0721,CASE-0560,PERSON-0031 contacted PERSON-0650 via encrypted relay.,43
ADV-COMM-0722,CASE-0729,PERSON-0503 contacted PERSON-0234 via encrypted relay.,39
ADV-COMM-0723,CASE-1200,PERSON-0443 contacted PERSON-0191 via encrypted relay.,20
ADV-COMM-0724,CASE-0605,PERSON-0791 contacted PERSON-0634 via encrypted relay.,60
ADV-COMM-0725,CASE-0549,PERSON-0076 contacted PERSON-0085 via encrypted relay.,60
ADV-COMM-0726,CASE-0316,PERSON-0803 contacted PERSON-0650 via encrypted relay.,35
ADV-COMM-0727,CASE-0188,PERSON-0370 contacted PERSON-0110 via encrypted relay.,34
ADV-COMM-0728,CASE-0553,PERSON-0456 contacted PERSON-0369 via encrypted relay.,20
ADV-COMM-0729,CASE-0920,PERSON-0192 contacted PERSON-0442 via encrypted relay.,47
ADV-COMM-0730,CASE-0054,PERSON-0418 contacted PERSON-0106 via encrypted relay.,50
ADV-COMM-0731,CASE-1225,PERSON-0096 contacted PERSON-0612 via encrypted relay.,39
ADV-COMM-0732,CASE-0848,PERSON-0013 contacted PERSON-0299 via encrypted relay.,20
ADV-COMM-0733,CASE-1146,PERSON-0743 contacted PERSON-0923 via encrypted relay.,30
ADV-COMM-0734,CASE-0348,PERSON-0586 contacted PERSON-0534 via encrypted relay.,25
ADV-COMM-0735,CASE-0617,PERSON-0143 contacted PERSON-0276 via encrypted relay.,24
ADV-COMM-0736,CASE-0891,PERSON-0065 contacted PERSON-0172 via encrypted relay.,34
ADV-COMM-0737,CASE-0158,PERSON-0496 contacted PERSON-0802 via encrypted relay.,30
ADV-COMM-0738,CASE-1016,PERSON-0739 contacted PERSON-0641 via encrypted relay.,27
ADV-COMM-0739,CASE-0278,PERSON-0469 contacted PERSON-0110 via encrypted relay.,40
ADV-COMM-0740,CASE-0779,PERSON-0341 contacted PERSON-0862 via encrypted relay.,36
ADV-COMM-0741,CASE-0882,PERSON-0451 contacted PERSON-0343 via encrypted relay.,56
ADV-COMM-0742,CASE-0279,PERSON-0998 contacted PERSON-0609 via encrypted relay.,53
ADV-COMM-0743,CASE-0412,PERSON-0971 contacted PERSON-0712 via encrypted relay.,26
ADV-COMM-0744,CASE-0654,PERSON-0988 contacted PERSON-0408 via encrypted relay.,59
ADV-COMM-0745,CASE-1180,PERSON-0649 contacted PERSON-0503 via encrypted relay.,35
ADV-COMM-0746,CASE-0805,PERSON-0386 contacted PERSON-0288 via encrypted relay.,51
ADV-COMM-0747,CASE-1118,PERSON-0205 contacted PERSON-0607 via encrypted relay.,50
ADV-COMM-0748,CASE-0946,PERSON-0028 contacted PERSON-0976 via encrypted relay.,28
ADV-COMM-0749,CASE-0597,PERSON-0449 contacted PERSON-0817 via encrypted relay.,19
ADV-COMM-0750,CASE-0838,PERSON-0839 contacted PERSON-0869 via encrypted relay.,23
ADV-COMM-0751,CASE-0496,PERSON-0649 contacted PERSON-0311 via encrypted relay.,24
ADV-COMM-0752,CASE-0629,PERSON-0229 contacted PERSON-0763 demanding return of personal property.,45
ADV-COMM-0753,CASE-0629,PERSON-0763 contacted PERSON-0229 rejecting demand in heated dispute.,50
ADV-COMM-0754,CASE-0679,PERSON-0431 contacted PERSON-0808 demanding return of personal property.,45
ADV-COMM-0755,CASE-0679,PERSON-0808 contacted PERSON-0431 rejecting demand in heated dispute.,50
ADV-COMM-0756,CASE-1200,PERSON-0381 contacted PERSON-0267 demanding return of personal property.,45
ADV-COMM-0757,CASE-1200,PERSON-0267 contacted PERSON-0381 rejecting demand in heated dispute.,50
ADV-COMM-0758,CASE-0242,PERSON-0302 contacted PERSON-0475 demanding return of personal property.,45
ADV-COMM-0759,CASE-0242,PERSON-0475 contacted PERSON-0302 rejecting demand in heated dispute.,50
ADV-COMM-0760,CASE-1196,PERSON-0482 contacted PERSON-0055 demanding return of personal property.,45
ADV-COMM-0761,CASE-1196,PERSON-0055 contacted PERSON-0482 rejecting demand in heated dispute.,50
ADV-COMM-0762,CASE-0146,PERSON-0595 contacted PERSON-0967 demanding return of personal property.,45
ADV-COMM-0763,CASE-0146,PERSON-0967 contacted PERSON-0595 rejecting demand in heated dispute.,50
ADV-COMM-0764,CASE-0399,PERSON-0484 contacted PERSON-0911 demanding return of personal property.,45
ADV-COMM-0765,CASE-0399,PERSON-0911 contacted PERSON-0484 rejecting demand in heated dispute.,50
ADV-COMM-0766,CASE-0782,PERSON-0513 contacted PERSON-0123 demanding return of personal property.,45
ADV-COMM-0767,CASE-0782,PERSON-0123 contacted PERSON-0513 rejecting demand in heated dispute.,50
ADV-COMM-0768,CASE-0847,PERSON-0543 contacted PERSON-0306 demanding return of personal property.,45
ADV-COMM-0769,CASE-0847,PERSON-0306 contacted PERSON-0543 rejecting demand in heated dispute.,50
ADV-COMM-0770,CASE-0309,PERSON-0056 contacted PERSON-0892 demanding return of personal property.,45
ADV-COMM-0771,CASE-0309,PERSON-0892 contacted PERSON-0056 rejecting demand in heated dispute.,50
ADV-COMM-0772,CASE-0702,PERSON-0141 contacted PERSON-0206 demanding return of personal property.,45
ADV-COMM-0773,CASE-0702,PERSON-0206 contacted PERSON-0141 rejecting demand in heated dispute.,50
ADV-COMM-0774,CASE-0938,PERSON-0420 contacted PERSON-0584 demanding return of personal property.,45
ADV-COMM-0775,CASE-0938,PERSON-0584 contacted PERSON-0420 rejecting demand in heated dispute.,50
ADV-COMM-0776,CASE-0370,PERSON-0147 contacted PERSON-0324 demanding return of personal property.,45
ADV-COMM-0777,CASE-0370,PERSON-0324 contacted PERSON-0147 rejecting demand in heated dispute.,50
ADV-COMM-0778,CASE-0999,PERSON-0798 contacted PERSON-0083 demanding return of personal property.,45
ADV-COMM-0779,CASE-0999,PERSON-0083 contacted PERSON-0798 rejecting demand in heated dispute.,50
ADV-COMM-0780,CASE-0363,PERSON-0341 contacted PERSON-0647 demanding return of personal property.,45
ADV-COMM-0781,CASE-0363,PERSON-0647 contacted PERSON-0341 rejecting demand in heated dispute.,50
ADV-COMM-0782,CASE-0119,PERSON-0321 contacted PERSON-0650 demanding return of personal property.,45
ADV-COMM-0783,CASE-0119,PERSON-0650 contacted PERSON-0321 rejecting demand in heated dispute.,50
ADV-COMM-0784,CASE-0561,PERSON-0005 contacted PERSON-0463 demanding return of personal property.,45
ADV-COMM-0785,CASE-0561,PERSON-0463 contacted PERSON-0005 rejecting demand in heated dispute.,50
ADV-COMM-0786,CASE-0346,PERSON-0215 contacted PERSON-0780 demanding return of personal property.,45
ADV-COMM-0787,CASE-0346,PERSON-0780 contacted PERSON-0215 rejecting demand in heated dispute.,50
ADV-COMM-0788,CASE-0325,PERSON-0591 contacted PERSON-0783 demanding return of personal property.,45
ADV-COMM-0789,CASE-0325,PERSON-0783 contacted PERSON-0591 rejecting demand in heated dispute.,50
ADV-COMM-0790,CASE-0181,PERSON-0502 contacted PERSON-0805 demanding return of personal property.,45
ADV-COMM-0791,CASE-0181,PERSON-0805 contacted PERSON-0502 rejecting demand in heated dispute.,50
ADV-COMM-0792,CASE-0889,PERSON-0133 contacted PERSON-0630 demanding return of personal property.,45
ADV-COMM-0793,CASE-0889,PERSON-0630 contacted PERSON-0133 rejecting demand in heated dispute.,50
ADV-COMM-0794,CASE-0827,PERSON-0649 contacted PERSON-0440 demanding return of personal property.,45
ADV-COMM-0795,CASE-0827,PERSON-0440 contacted PERSON-0649 rejecting demand in heated dispute.,50
ADV-COMM-0796,CASE-0978,PERSON-0440 contacted PERSON-0989 demanding return of personal property.,45
ADV-COMM-0797,CASE-0978,PERSON-0989 contacted PERSON-0440 rejecting demand in heated dispute.,50
ADV-COMM-0798,CASE-0078,PERSON-0393 contacted PERSON-0005 demanding return of personal property.,45
ADV-COMM-0799,CASE-0078,PERSON-0005 contacted PERSON-0393 rejecting demand in heated dispute.,50
ADV-COMM-0800,CASE-0765,PERSON-0547 contacted PERSON-0205 demanding return of personal property.,45
ADV-COMM-0801,CASE-0765,PERSON-0205 contacted PERSON-0547 rejecting demand in heated dispute.,50
ADV-COMM-0802,CASE-0660,PERSON-0973 contacted PERSON-0015 demanding return of personal property.,45
ADV-COMM-0803,CASE-0660,PERSON-0015 contacted PERSON-0973 rejecting demand in heated dispute.,50
ADV-COMM-0804,CASE-1088,PERSON-0776 contacted PERSON-0854 demanding return of personal property.,45
ADV-COMM-0805,CASE-1088,PERSON-0854 contacted PERSON-0776 rejecting demand in heated dispute.,50
ADV-COMM-0806,CASE-0009,PERSON-0196 contacted PERSON-0019 demanding return of personal property.,45
ADV-COMM-0807,CASE-0009,PERSON-0019 contacted PERSON-0196 rejecting demand in heated dispute.,50
ADV-COMM-0808,CASE-0510,PERSON-0642 contacted PERSON-0752 demanding return of personal property.,45
ADV-COMM-0809,CASE-0510,PERSON-0752 contacted PERSON-0642 rejecting demand in heated dispute.,50
ADV-COMM-0810,CASE-0706,PERSON-0232 contacted PERSON-0711 demanding return of personal property.,45
ADV-COMM-0811,CASE-0706,PERSON-0711 contacted PERSON-0232 rejecting demand in heated dispute.,50
ADV-COMM-0812,CASE-0211,PERSON-0320 contacted PERSON-0133 demanding return of personal property.,45
ADV-COMM-0813,CASE-0211,PERSON-0133 contacted PERSON-0320 rejecting demand in heated dispute.,50
ADV-COMM-0814,CASE-1206,PERSON-0393 contacted PERSON-0516 demanding return of personal property.,45
ADV-COMM-0815,CASE-1206,PERSON-0516 contacted PERSON-0393 rejecting demand in heated dispute.,50
ADV-COMM-0816,CASE-0134,PERSON-0314 contacted PERSON-0172 demanding return of personal property.,45
ADV-COMM-0817,CASE-0134,PERSON-0172 contacted PERSON-0314 rejecting demand in heated dispute.,50
ADV-COMM-0818,CASE-0611,PERSON-0844 contacted PERSON-0047 demanding return of personal property.,45
ADV-COMM-0819,CASE-0611,PERSON-0047 contacted PERSON-0844 rejecting demand in heated dispute.,50
ADV-COMM-0820,CASE-0934,PERSON-0972 contacted PERSON-0298 demanding return of personal property.,45
ADV-COMM-0821,CASE-0934,PERSON-0298 contacted PERSON-0972 rejecting demand in heated dispute.,50
ADV-COMM-0822,CASE-1222,PERSON-0746 contacted PERSON-0533 demanding return of personal property.,45
ADV-COMM-0823,CASE-1222,PERSON-0533 contacted PERSON-0746 rejecting demand in heated dispute.,50
ADV-COMM-0824,CASE-0889,PERSON-0537 contacted PERSON-0346 demanding return of personal property.,45
ADV-COMM-0825,CASE-0889,PERSON-0346 contacted PERSON-0537 rejecting demand in heated dispute.,50
ADV-COMM-0826,CASE-0275,PERSON-0910 contacted PERSON-0704 demanding return of personal property.,45
ADV-COMM-0827,CASE-0275,PERSON-0704 contacted PERSON-0910 rejecting demand in heated dispute.,50
ADV-COMM-0828,CASE-1004,PERSON-0351 contacted PERSON-0924 demanding return of personal property.,45
ADV-COMM-0829,CASE-1004,PERSON-0924 contacted PERSON-0351 rejecting demand in heated dispute.,50
ADV-COMM-0830,CASE-0386,PERSON-0368 contacted PERSON-0769 demanding return of personal property.,45
ADV-COMM-0831,CASE-0386,PERSON-0769 contacted PERSON-0368 rejecting demand in heated dispute.,50
ADV-COMM-0832,CASE-0827,PERSON-0169 contacted PERSON-0971 demanding return of personal property.,45
ADV-COMM-0833,CASE-0827,PERSON-0971 contacted PERSON-0169 rejecting demand in heated dispute.,50
ADV-COMM-0834,CASE-0460,PERSON-0020 contacted PERSON-0234 demanding return of personal property.,45
ADV-COMM-0835,CASE-0460,PERSON-0234 contacted PERSON-0020 rejecting demand in heated dispute.,50
ADV-COMM-0836,CASE-0433,PERSON-0745 contacted PERSON-0135 demanding return of personal property.,45
ADV-COMM-0837,CASE-0433,PERSON-0135 contacted PERSON-0745 rejecting demand in heated dispute.,50
ADV-COMM-0838,CASE-1208,PERSON-0752 contacted PERSON-0023 demanding return of personal property.,45
ADV-COMM-0839,CASE-1208,PERSON-0023 contacted PERSON-0752 rejecting demand in heated dispute.,50
ADV-COMM-0840,CASE-0253,PERSON-0517 contacted PERSON-0174 demanding return of personal property.,45
ADV-COMM-0841,CASE-0253,PERSON-0174 contacted PERSON-0517 rejecting demand in heated dispute.,50
ADV-COMM-0842,CASE-0077,PERSON-0376 contacted PERSON-0729 demanding return of personal property.,45
ADV-COMM-0843,CASE-0077,PERSON-0729 contacted PERSON-0376 rejecting demand in heated dispute.,50
ADV-COMM-0844,CASE-0524,PERSON-0385 contacted PERSON-0898 demanding return of personal property.,45
ADV-COMM-0845,CASE-0524,PERSON-0898 contacted PERSON-0385 rejecting demand in heated dispute.,50
ADV-COMM-0846,CASE-0100,PERSON-0790 contacted PERSON-0548 demanding return of personal property.,45
ADV-COMM-0847,CASE-0100,PERSON-0548 contacted PERSON-0790 rejecting demand in heated dispute.,50
ADV-COMM-0848,CASE-0222,PERSON-0609 contacted PERSON-0050 demanding return of personal property.,45
ADV-COMM-0849,CASE-0222,PERSON-0050 contacted PERSON-0609 rejecting demand in heated dispute.,50
ADV-COMM-0850,CASE-0041,PERSON-0670 contacted PERSON-0857 demanding return of personal property.,45
ADV-COMM-0851,CASE-0041,PERSON-0857 contacted PERSON-0670 rejecting demand in heated dispute.,50
ADV-COMM-0852,CASE-0238,PERSON-0050 contacted PERSON-0707 demanding return of personal property.,45
ADV-COMM-0853,CASE-0238,PERSON-0707 contacted PERSON-0050 rejecting demand in heated dispute.,50
ADV-COMM-0854,CASE-0779,PERSON-0427 contacted PERSON-0455 demanding return of personal property.,45
ADV-COMM-0855,CASE-0779,PERSON-0455 contacted PERSON-0427 rejecting demand in heated dispute.,50
ADV-COMM-0856,CASE-0518,PERSON-0127 contacted PERSON-0561 demanding return of personal property.,45
ADV-COMM-0857,CASE-0518,PERSON-0561 contacted PERSON-0127 rejecting demand in heated dispute.,50
ADV-COMM-0858,CASE-0314,PERSON-0486 contacted PERSON-0719 demanding return of personal property.,45
ADV-COMM-0859,CASE-0314,PERSON-0719 contacted PERSON-0486 rejecting demand in heated dispute.,50
ADV-COMM-0860,CASE-0020,PERSON-0211 contacted PERSON-0712 demanding return of personal property.,45
ADV-COMM-0861,CASE-0020,PERSON-0712 contacted PERSON-0211 rejecting demand in heated dispute.,50
ADV-COMM-0862,CASE-0207,PERSON-0309 contacted PERSON-0431 demanding return of personal property.,45
ADV-COMM-0863,CASE-0207,PERSON-0431 contacted PERSON-0309 rejecting demand in heated dispute.,50
ADV-COMM-0864,CASE-0553,PERSON-0679 contacted PERSON-0533 demanding return of personal property.,45
