pair_id,source_entity_id,target_entity_id,relationship_type,case_id,evidence_reference,expected_relationship,scenario,split
ADV-PAIR-0627,PERSON-0431,PERSON-0375,CONTACTED,CASE-1119,"Co-named in investigation CASE-1119; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0628,PERSON-0700,PERSON-0177,CONTACTED,CASE-0965,"Co-named in investigation CASE-0965; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0629,PERSON-0978,PERSON-0789,CONTACTED,CASE-0150,"Co-named in investigation CASE-0150; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0630,PERSON-0018,PERSON-0602,CONTACTED,CASE-0139,"Co-named in investigation CASE-0139; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0631,PERSON-0015,PERSON-0269,CONTACTED,CASE-0442,"Co-named in investigation CASE-0442; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0632,PERSON-0041,PERSON-0945,CONTACTED,CASE-0124,"Co-named in investigation CASE-0124; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0633,PERSON-0972,PERSON-0809,CONTACTED,CASE-0816,"Co-named in investigation CASE-0816; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0634,PERSON-0519,PERSON-0294,CONTACTED,CASE-1027,"Co-named in investigation CASE-1027; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0635,PERSON-0786,PERSON-0426,CONTACTED,CASE-0868,"Co-named in investigation CASE-0868; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0636,PERSON-0719,PERSON-0412,CONTACTED,CASE-0169,"Co-named in investigation CASE-0169; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0637,PERSON-0656,PERSON-0550,CONTACTED,CASE-1102,"Co-named in investigation CASE-1102; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0638,PERSON-0631,PERSON-0157,CONTACTED,CASE-0569,"Co-named in investigation CASE-0569; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0639,PERSON-0086,PERSON-0318,CONTACTED,CASE-0162,"Co-named in investigation CASE-0162; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0640,PERSON-0524,PERSON-0944,CONTACTED,CASE-0417,"Co-named in investigation CASE-0417; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0641,PERSON-0998,PERSON-0828,CONTACTED,CASE-0319,"Co-named in investigation CASE-0319; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0642,PERSON-0550,PERSON-0335,CONTACTED,CASE-0801,"Co-named in investigation CASE-0801; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0643,PERSON-0601,PERSON-0650,CONTACTED,CASE-0136,"Co-named in investigation CASE-0136; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0644,PERSON-0318,PERSON-0716,CONTACTED,CASE-0896,"Co-named in investigation CASE-0896; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0645,PERSON-0748,PERSON-0977,CONTACTED,CASE-0489,"Co-named in investigation CASE-0489; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0646,PERSON-0060,PERSON-0251,CONTACTED,CASE-0177,"Co-named in investigation CASE-0177; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0647,PERSON-0947,PERSON-0445,CONTACTED,CASE-0238,"Co-named in investigation CASE-0238; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0648,PERSON-0465,PERSON-0627,CONTACTED,CASE-1247,"Co-named in investigation CASE-1247; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0649,PERSON-0057,PERSON-0317,CONTACTED,CASE-0360,"Co-named in investigation CASE-0360; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0650,PERSON-0123,PERSON-0013,CONTACTED,CASE-0282,"Co-named in investigation CASE-0282; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0651,PERSON-0719,PERSON-0012,CONTACTED,CASE-0336,"Co-named in investigation CASE-0336; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0652,PERSON-0509,PERSON-0976,CONTACTED,CASE-0711,"Co-named in investigation CASE-0711; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0653,PERSON-0536,PERSON-0530,CONTACTED,CASE-0531,"Co-named in investigation CASE-0531; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0654,PERSON-0171,PERSON-0381,CONTACTED,CASE-0260,"Co-named in investigation CASE-0260; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0655,PERSON-0768,PERSON-0800,CONTACTED,CASE-0551,"Co-named in investigation CASE-0551; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0656,PERSON-0751,PERSON-0908,CONTACTED,CASE-0242,"Co-named in investigation CASE-0242; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0657,PERSON-0790,PERSON-0922,CONTACTED,CASE-0061,"Co-named in investigation CASE-0061; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0658,PERSON-0344,PERSON-0827,CONTACTED,CASE-0880,"Co-named in investigation CASE-0880; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0659,PERSON-0279,PERSON-0537,CONTACTED,CASE-0131,"Co-named in investigation CASE-0131; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0660,PERSON-0270,PERSON-0730,CONTACTED,CASE-1181,"Co-named in investigation CASE-1181; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0661,PERSON-0643,PERSON-0079,CONTACTED,CASE-1017,"Co-named in investigation CASE-1017; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0662,PERSON-0467,PERSON-0524,CONTACTED,CASE-0738,"Co-named in investigation CASE-0738; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0663,PERSON-0057,PERSON-0512,CONTACTED,CASE-1161,"Co-named in investigation CASE-1161; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0664,PERSON-0171,PERSON-0377,CONTACTED,CASE-0323,"Co-named in investigation CASE-0323; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0665,PERSON-0262,PERSON-0792,CONTACTED,CASE-0211,"Co-named in investigation CASE-0211; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0666,PERSON-0916,PERSON-0588,CONTACTED,CASE-0237,"Co-named in investigation CASE-0237; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0667,PERSON-0234,PERSON-0759,CONTACTED,CASE-1043,"Co-named in investigation CASE-1043; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0668,PERSON-0003,PERSON-0046,CONTACTED,CASE-0026,"Co-named in investigation CASE-0026; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0669,PERSON-0251,PERSON-0048,CONTACTED,CASE-0967,"Co-named in investigation CASE-0967; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0670,PERSON-0373,PERSON-0393,CONTACTED,CASE-0308,"Co-named in investigation CASE-0308; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0671,PERSON-0184,PERSON-0954,CONTACTED,CASE-0073,"Co-named in investigation CASE-0073; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0672,PERSON-0567,PERSON-0823,CONTACTED,CASE-0859,"Co-named in investigation CASE-0859; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0673,PERSON-0230,PERSON-0330,CONTACTED,CASE-0509,"Co-named in investigation CASE-0509; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0674,PERSON-0427,PERSON-0938,CONTACTED,CASE-0656,"Co-named in investigation CASE-0656; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0675,PERSON-0278,PERSON-0846,CONTACTED,CASE-0160,"Co-named in investigation CASE-0160; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0676,PERSON-0586,PERSON-0382,CONTACTED,CASE-0245,"Co-named in investigation CASE-0245; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0677,PERSON-0515,PERSON-0690,CONTACTED,CASE-0108,"Co-named in investigation CASE-0108; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0678,PERSON-0184,PERSON-0229,CONTACTED,CASE-1057,"Co-named in investigation CASE-1057; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0679,PERSON-0048,PERSON-0977,CONTACTED,CASE-0822,"Co-named in investigation CASE-0822; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0680,PERSON-0071,PERSON-0899,CONTACTED,CASE-0953,"Co-named in investigation CASE-0953; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0681,PERSON-0887,PERSON-0290,CONTACTED,CASE-0637,"Co-named in investigation CASE-0637; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0682,PERSON-0336,PERSON-0089,CONTACTED,CASE-1133,"Co-named in investigation CASE-1133; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0683,PERSON-0468,PERSON-0009,CONTACTED,CASE-0756,"Co-named in investigation CASE-0756; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0684,PERSON-0206,PERSON-0299,CONTACTED,CASE-1155,"Co-named in investigation CASE-1155; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0685,PERSON-0804,PERSON-0312,CONTACTED,CASE-0497,"Co-named in investigation CASE-0497; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0686,PERSON-0476,PERSON-0378,CONTACTED,CASE-1212,"Co-named in investigation CASE-1212; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0687,PERSON-0996,PERSON-0506,CONTACTED,CASE-0401,"Co-named in investigation CASE-0401; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0688,PERSON-0751,PERSON-0923,CONTACTED,CASE-1120,"Co-named in investigation CASE-1120; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0689,PERSON-0779,PERSON-0816,CONTACTED,CASE-0503,"Co-named in investigation CASE-0503; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0690,PERSON-0155,PERSON-0007,CONTACTED,CASE-0840,"Co-named in investigation CASE-0840; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0691,PERSON-0025,PERSON-0239,CONTACTED,CASE-1110,"Co-named in investigation CASE-1110; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0692,PERSON-0355,PERSON-0652,CONTACTED,CASE-0020,"Co-named in investigation CASE-0020; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0693,PERSON-0974,PERSON-0344,CONTACTED,CASE-0003,"Co-named in investigation CASE-0003; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0694,PERSON-0778,PERSON-0674,CONTACTED,CASE-0771,"Co-named in investigation CASE-0771; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0695,PERSON-0870,PERSON-0756,CONTACTED,CASE-0630,"Co-named in investigation CASE-0630; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0696,PERSON-0107,PERSON-0211,CONTACTED,CASE-1086,"Co-named in investigation CASE-1086; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0697,PERSON-0244,PERSON-0430,CONTACTED,CASE-1008,"Co-named in investigation CASE-1008; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0698,PERSON-0985,PERSON-0062,CONTACTED,CASE-0292,"Co-named in investigation CASE-0292; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0699,PERSON-0729,PERSON-0287,CONTACTED,CASE-0191,"Co-named in investigation CASE-0191; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0700,PERSON-0045,PERSON-0944,CONTACTED,CASE-0475,"Co-named in investigation CASE-0475; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0701,PERSON-0919,PERSON-0866,CONTACTED,CASE-1065,"Co-named in investigation CASE-1065; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0702,PERSON-0423,PERSON-0718,CONTACTED,CASE-0763,"Co-named in investigation CASE-0763; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0703,PERSON-0470,PERSON-0998,CONTACTED,CASE-0174,"Co-named in investigation CASE-0174; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0704,PERSON-0595,PERSON-0098,CONTACTED,CASE-1036,"Co-named in investigation CASE-1036; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0705,PERSON-0137,PERSON-0653,CONTACTED,CASE-0808,"Co-named in investigation CASE-0808; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0706,PERSON-0077,PERSON-0607,CONTACTED,CASE-1163,"Co-named in investigation CASE-1163; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0707,PERSON-0064,PERSON-0446,CONTACTED,CASE-0268,"Co-named in investigation CASE-0268; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0708,PERSON-0243,PERSON-0299,CONTACTED,CASE-0535,"Co-named in investigation CASE-0535; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0709,PERSON-0872,PERSON-0323,CONTACTED,CASE-0805,"Co-named in investigation CASE-0805; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0710,PERSON-0718,PERSON-0852,CONTACTED,CASE-0669,"Co-named in investigation CASE-0669; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0711,PERSON-0326,PERSON-0464,CONTACTED,CASE-0557,"Co-named in investigation CASE-0557; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0712,PERSON-0240,PERSON-0077,CONTACTED,CASE-0416,"Co-named in investigation CASE-0416; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0713,PERSON-0140,PERSON-0799,CONTACTED,CASE-1198,"Co-named in investigation CASE-1198; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0714,PERSON-0112,PERSON-0160,CONTACTED,CASE-0217,"Co-named in investigation CASE-0217; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0715,PERSON-0169,PERSON-0461,CONTACTED,CASE-0955,"Co-named in investigation CASE-0955; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0716,PERSON-0322,PERSON-0417,CONTACTED,CASE-0248,"Co-named in investigation CASE-0248; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0717,PERSON-0549,PERSON-0367,CONTACTED,CASE-0426,"Co-named in investigation CASE-0426; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0718,PERSON-0463,PERSON-0316,CONTACTED,CASE-0949,"Co-named in investigation CASE-0949; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0719,PERSON-0272,PERSON-0873,CONTACTED,CASE-0246,"Co-named in investigation CASE-0246; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0720,PERSON-0093,PERSON-0162,CONTACTED,CASE-0624,"Co-named in investigation CASE-0624; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0721,PERSON-0847,PERSON-0722,CONTACTED,CASE-1236,"Co-named in investigation CASE-1236; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0722,PERSON-0042,PERSON-0221,CONTACTED,CASE-0672,"Co-named in investigation CASE-0672; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0723,PERSON-0152,PERSON-0094,CONTACTED,CASE-0509,"Co-named in investigation CASE-0509; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0724,PERSON-0992,PERSON-0365,CONTACTED,CASE-0812,"Co-named in investigation CASE-0812; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0725,PERSON-0526,PERSON-0051,CONTACTED,CASE-0613,"Co-named in investigation CASE-0613; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0726,PERSON-0267,PERSON-0840,CONTACTED,CASE-0357,"Co-named in investigation CASE-0357; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0727,PERSON-0032,PERSON-0975,CONTACTED,CASE-0829,"Co-named in investigation CASE-0829; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0728,PERSON-0876,PERSON-0464,CONTACTED,CASE-1139,"Co-named in investigation CASE-1139; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0729,PERSON-0767,PERSON-0564,CONTACTED,CASE-0512,"Co-named in investigation CASE-0512; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0730,PERSON-0097,PERSON-0474,CONTACTED,CASE-0209,"Co-named in investigation CASE-0209; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0731,PERSON-0824,PERSON-0813,CONTACTED,CASE-0287,"Co-named in investigation CASE-0287; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0732,PERSON-0125,PERSON-0013,CONTACTED,CASE-0127,"Co-named in investigation CASE-0127; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0733,PERSON-0851,PERSON-0800,CONTACTED,CASE-0456,"Co-named in investigation CASE-0456; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0734,PERSON-0134,PERSON-0203,CONTACTED,CASE-0821,"Co-named in investigation CASE-0821; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0735,PERSON-0382,PERSON-0703,CONTACTED,CASE-0173,"Co-named in investigation CASE-0173; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0736,PERSON-0597,PERSON-0601,CONTACTED,CASE-0531,"Co-named in investigation CASE-0531; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0737,PERSON-0940,PERSON-0833,CONTACTED,CASE-0154,"Co-named in investigation CASE-0154; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TEST
ADV-PAIR-0738,PERSON-0023,PERSON-0067,CONTACTED,CASE-0405,"Co-named in investigation CASE-0405; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0739,PERSON-0925,PERSON-0662,CONTACTED,CASE-0909,"Co-named in investigation CASE-0909; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0740,PERSON-0829,PERSON-0132,CONTACTED,CASE-0189,"Co-named in investigation CASE-0189; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0741,PERSON-0927,PERSON-0868,CONTACTED,CASE-0680,"Co-named in investigation CASE-0680; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0742,PERSON-0126,PERSON-0044,CONTACTED,CASE-0945,"Co-named in investigation CASE-0945; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0743,PERSON-0052,PERSON-0173,CONTACTED,CASE-1176,"Co-named in investigation CASE-1176; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0744,PERSON-0444,PERSON-0842,CONTACTED,CASE-0809,"Co-named in investigation CASE-0809; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,VAL
ADV-PAIR-0745,PERSON-0509,PERSON-0031,CONTACTED,CASE-0784,"Co-named in investigation CASE-0784; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0746,PERSON-0700,PERSON-0437,CONTACTED,CASE-0354,"Co-named in investigation CASE-0354; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0747,PERSON-0363,PERSON-0220,CONTACTED,CASE-0384,"Co-named in investigation CASE-0384; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0748,PERSON-0282,PERSON-0287,CONTACTED,CASE-0914,"Co-named in investigation CASE-0914; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0749,PERSON-0905,PERSON-0153,CONTACTED,CASE-0071,"Co-named in investigation CASE-0071; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0750,PERSON-0629,PERSON-0635,CONTACTED,CASE-0504,"Co-named in investigation CASE-0504; witness and accused, no operational nexus.",0,NEG_CO_ACCUSED_NO_NEXUS,TRAIN
ADV-PAIR-0751,PERSON-0663,PERSON-0303,TRANSFERRED_TO,CASE-1022,Commercial hardware vendor invoice payment of 105918.75 INR under CASE-1022.,0,NEG_HIGH_VOLUME_COMMERCIAL,TRAIN
ADV-PAIR-0752,PERSON-0564,PERSON-0491,TRANSFERRED_TO,CASE-0125,Commercial hardware vendor invoice payment of 54035.45 INR under CASE-0125.,0,NEG_HIGH_VOLUME_COMMERCIAL,TRAIN
ADV-PAIR-0753,PERSON-0393,PERSON-0141,TRANSFERRED_TO,CASE-0859,Commercial hardware vendor invoice payment of 71913.25 INR under CASE-0859.,0,NEG_HIGH_VOLUME_COMMERCIAL,TEST
ADV-PAIR-0754,PERSON-0906,PERSON-0817,TRANSFERRED_TO,CASE-1077,Commercial hardware vendor invoice payment of 79863.64 INR under CASE-1077.,0,NEG_HIGH_VOLUME_COMMERCIAL,TRAIN
ADV-PAIR-0755,PERSON-0822,PERSON-0557,TRANSFERRED_TO,CASE-0040,Commercial hardware vendor invoice payment of 198304.58 INR under CASE-0040.,0,NEG_HIGH_VOLUME_COMMERCIAL,TRAIN
ADV-PAIR-0756,PERSON-0801,PERSON-0731,TRANSFERRED_TO,CASE-0736,Commercial hardware vendor invoice payment of 116749.51 INR under CASE-0736.,0,NEG_HIGH_VOLUME_COMMERCIAL,TRAIN
ADV-PAIR-0757,PERSON-0801,PERSON-0497,TRANSFERRED_TO,CASE-0705,Commercial hardware vendor invoice payment of 186028.32 INR under CASE-0705.,0,NEG_HIGH_VOLUME_COMMERCIAL,TRAIN
ADV-PAIR-0758,PERSON-0515,PERSON-0330,TRANSFERRED_TO,CASE-0796,Commercial hardware vendor invoice payment of 83269.71 INR under CASE-0796.,0,NEG_HIGH_VOLUME_COMMERCIAL,TRAIN
ADV-PAIR-0759,PERSON-0027,PERSON-0327,TRANSFERRED_TO,CASE-1223,Commercial hardware vendor invoice payment of 75043.23 INR under CASE-1223.,0,NEG_HIGH_VOLUME_COMMERCIAL,TRAIN
ADV-PAIR-0760,PERSON-0918,PERSON-0831,TRANSFERRED_TO,CASE-0576,Commercial hardware vendor invoice payment of 49374.6 INR under CASE-0576.,0,NEG_HIGH_VOLUME_COMMERCIAL,VAL
ADV-PAIR-0761,PERSON-0484,PERSON-0543,TRANSFERRED_TO,CASE-0733,Commercial hardware vendor invoice payment of 162694.75 INR under CASE-0733.,0,NEG_HIGH_VOLUME_COMMERCIAL,TRAIN
